"uid","namedLocation","domainID","siteID","plotID","date","editedDate","individualID","patchOrIndividual","canopyPosition","plantStatus","stemDiameter","measurementHeight","maxCanopyDiameter","ninetyCanopyDiameter","patchSize","percentCover","height","diseaseType","samplingProtocolVersion","measuredBy","recordedBy","remarks","dataQF"
"88fabae7-1b55-4eda-a08f-f785134de785","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06008","Individual","Full sun","live",29.5,130,11.2,9.3,NA,NA,9.9,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"b579f28c-6976-4d93-bd68-790ebb17f71d","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06046","Individual","Open Grown","live",37,130,13.5,10.2,NA,NA,12.8,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"2e02b0ff-dfee-43f0-b892-e299607b60bd","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06056","Individual","Full shade","live",NA,NA,0.9,0.9,NA,NA,0.5,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"9146a5c2-95a1-4b5b-bc88-ba709d922408","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06040","Individual","Full sun","live",2.5,10,0.6,0.5,NA,NA,1.4,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"e43428a8-e2e8-4ec3-b4ad-05fd722fa46a","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06050","Individual","Open Grown","live",20,130,4.9,4,NA,NA,13.5,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"ff9a3bb5-068a-4da4-9a62-069427bcd3bd","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06006","Individual","Full shade","live",NA,NA,0.7,0.6,NA,NA,0.5,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"c15137bd-9b46-4931-9b1b-810281c252ba","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06011","Individual","Mostly shaded","live",23,130,8.3,6.3,NA,NA,11.9,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"5fd94f33-94f9-4b8a-809d-17c65676b547","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06020","Individual","Mostly shaded","live",3.8,130,1,1,NA,NA,3.1,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"609c6fbf-3e78-4376-aa54-f71f059f1f00","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06005","Individual","Partially shaded","live",10,130,3.1,2.5,NA,NA,7.5,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"dd1e2a6c-19ae-405f-87da-0a93590efafa","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06014","Individual","Full shade","live",3.8,10,6.2,3.6,NA,NA,1,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"1d714cc7-e418-4e71-8796-1d3414857de9","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06013","Individual","Partially shaded","live",1.5,130,0.7,0.7,NA,NA,7.5,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"7914f600-cb8e-4598-b488-e297ed09a11d","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06017","Individual","Full shade","live",8.5,130,3.1,2.4,NA,NA,4.8,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"2657eb1c-47a7-4e7b-a4b8-db82ec52e453","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06016","Individual","Partially shaded","live",13,130,3.7,2.4,NA,NA,12.5,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"5dd8f586-2900-4015-a120-72d199d1d160","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06015","Individual","Full shade","live",NA,NA,0.9,0.8,NA,NA,0.4,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"472f6738-018c-43e3-be95-ca01f6dd9580","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06019","Individual","Mostly shaded","live",NA,NA,0.9,0.9,NA,NA,0.5,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"fa356b5b-d7b7-428e-be50-26d09119809b","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06018","Individual","Mostly shaded","live",NA,NA,0.6,0.6,NA,NA,0.4,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"c8cf019f-5f29-4093-8c0a-485b7cfeeb9f","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06079","Individual","Full shade","live",NA,NA,1,0.8,NA,NA,0.3,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"ef825429-a9f0-44c3-a2e5-a2e024aa4e77","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06085","Individual","Mostly shaded","live",8,130,2.3,2.1,NA,NA,9,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"84d04d1b-f69d-4be7-a70b-554e16b2ffc9","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06082","Individual","Partially shaded","live",26.5,130,7.6,6.2,NA,NA,10.3,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"361153bf-cf5f-46da-9c25-51d71cd36b70","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06084","Individual","Partially shaded","live",30,130,8.8,8.7,NA,NA,10.4,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"382cbff6-4069-4713-8e7f-7577b1048f9c","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06053","Individual","Partially shaded","live",26,130,2.9,2,NA,NA,9.9,"insect",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"5a1a605b-b89e-40ee-b6c4-ff5eb66f4788","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06075","Individual","Partially shaded","live",14,130,3,2.8,NA,NA,8.3,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"bf2e0d9f-aeb5-498d-a217-bbe7218e3cda","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06078","Individual","Full shade","live",NA,NA,0.6,0.5,NA,NA,0.3,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"fd453796-46b7-49e8-986d-c875e4751446","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06058","Individual","Full shade","live",1.5,130,1,0.7,NA,NA,2,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"e3d24163-7e5c-4fe4-9c3a-181d07892468","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06060","Individual","Mostly shaded","live",4,10,0.8,0.8,NA,NA,0.9,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"112ebae3-4df7-46db-87a4-d0d424b5db88","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06090","Individual","Full shade","live",NA,NA,0.4,0.3,NA,NA,0.5,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"0dae8d09-9b39-4974-a0d3-f653e238b443","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06083","Individual","Mostly shaded","live",NA,NA,0.8,0.7,NA,NA,0.4,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"6e1219c3-9bd9-4c09-a287-2b7c252ad6bc","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06074","Individual","Partially shaded","live",19.5,130,5.9,3.8,NA,NA,9.4,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"61f11111-d63c-4865-a198-045215a7cc10","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06081","Individual","Mostly shaded","live",21,130,3,2.7,NA,NA,7.3,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"363a27f2-a1b7-43c3-a74a-79fa611b70e8","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06003","Individual","Full shade","live",NA,NA,1.1,0.8,NA,NA,0.5,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"3ac562c0-6c9e-4343-b406-f668b0383dec","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06070","Individual","Full shade","live",NA,NA,0.8,0.6,NA,NA,0.3,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"0720b52a-f23a-417b-92e6-49ee26fc1037","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06057","Individual","Full sun","live",46,130,14.6,11.3,NA,NA,15.1,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"fb93666d-a97c-4f14-974a-f8177069c942","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06069","Individual","Full shade","live",NA,NA,0.7,0.5,NA,NA,0.5,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"67be8ba8-0c4a-4e29-934a-fe7a23e3cf79","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06001","Individual","Open Grown","live",3.8,10,0.8,0.7,NA,NA,1.2,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"662968e9-3b52-4286-aec6-7b45a7797ea1","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06076","Individual","Partially shaded","live",18.5,130,6.6,5.8,NA,NA,8.3,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"caf7ed7b-2035-4965-9c12-143d13658b26","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06002","Individual","Partially shaded","live",1.9,130,1.1,0.9,NA,NA,2,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"c8476f7e-6d61-4c99-84b1-3dc41e2dfe9d","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06072","Individual","Partially shaded","live",31,130,9.8,7.5,NA,NA,11,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"59471d4c-9e73-460f-8942-603310b04258","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06086","Individual","Mostly shaded","live",19,130,8,4.7,NA,NA,9.1,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"8cad0410-bde3-419e-bf48-effae959bc1d","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06059","Individual","Full shade","live",NA,NA,1,0.9,NA,NA,0.8,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"c408a005-c657-4d21-8c42-422f4f2ddb41","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06088","Individual","Full sun","live",17,130,4.4,4.3,NA,NA,14.2,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"e5d88754-471c-4877-b38d-41c169de9fbd","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06087","Individual","Full shade","live",NA,NA,0.8,0.6,NA,NA,0.4,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"065c9089-455f-4890-9e9f-9f88058c2fc8","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06077","Individual","Partially shaded","live",20,130,6.8,4.5,NA,NA,9.3,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"2eed65d5-4be8-49bb-b937-dca56fd98e8d","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06073","Individual","Full shade","live",NA,NA,1.2,1.1,NA,NA,0.4,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"ec6c7861-4ea7-4a7f-afc1-59e403d29198","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06089","Individual","Mostly shaded","live",5,130,2.8,2.7,NA,NA,4.4,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"e6e3163e-75ca-4e6e-ac82-c45b62a5f23e","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06080","Individual","Open Grown","live",42,130,10.4,9.9,NA,NA,15,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"6d7d674b-f164-4bb8-95f5-4802122184d3","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06004","Individual","Full shade","live",8,130,4,2.7,NA,NA,5.1,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"ce114bef-9b38-4967-b43a-c582ce647205","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06071","Individual","Partially shaded","live",10,130,3.1,2.7,NA,NA,9.5,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"925e0d3e-7d45-4771-a082-fb98d91dfcee","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06033","Individual","Partially shaded","live",34,130,11.4,9,NA,NA,13.6,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"fa1b4d4f-670f-44a1-8011-7432a94803b4","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06062","Individual","Full shade","live",NA,NA,1.1,1,NA,NA,0.4,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"243261b5-a412-43fc-9da8-4ec15a3d6cf6","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06061","Individual","Mostly shaded","live",9.5,130,4,2.2,NA,NA,4.5,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"2d175cca-ad1b-44b7-8480-210762cc69e7","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06025","Individual","Partially shaded","live",32,130,8.6,6.7,NA,NA,14.8,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"982e944e-8859-4fe2-a576-9f7c09a6ddd2","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06041","Individual","Full shade","live",3.2,10,0.7,0.6,NA,NA,0.9,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"ad6557f7-276d-4578-9884-8004b9b20885","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06049","Individual","Full shade","live",NA,NA,1.2,1.2,NA,NA,0.4,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"78cca805-7d33-4afd-8eef-e1f63bb7674c","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06051","Individual","Mostly shaded","live",3,10,0.5,0.5,NA,NA,1.9,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"2dfb944e-79b4-438a-82da-2537f138a525","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06030","Individual","Full shade","live",NA,NA,0.8,0.8,NA,NA,0.3,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
