"uid","namedLocation","domainID","siteID","plotID","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","elevation","elevationUncertainty","subtypeSpecification","transectMeter","directionFromTransect","ninetyDegreeDistance","sampleLatitude","sampleLongitude","sampleGeodeticDatum","sampleCoordinateUncertainty","sampleElevation","sampleElevationUncertainty","date","editedDate","individualID","taxonID","scientificName","identificationQualifier","taxonRank","growthForm","vstTag","samplingProtocolVersion","measuredBy","identifiedBy","recordedBy","remarks","dataQF"
"2199ed26-f5f6-4d25-8825-b8218d7db3ec","OSBS_045.phenology.phe","D03","OSBS","OSBS_045",29.689683,-81.990336,NA,NA,46.6,NA,"primary",528,"Right",6.6,NA,NA,"WGS84",NA,NA,NA,"2013-09-19","2017-08-07","NEON.PLA.D03.OSBS.06061","QULA2","Quercus laevis Walter",NA,"species","Deciduous broadleaf",NA,"NEON.DOC.014040vD","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","Kk15Cx6e6Rq5TM+49BKqxg==","","no entry",NA
"49769ce5-8110-4d91-a851-62fdd126103a","OSBS_045.phenology.phe","D03","OSBS","OSBS_045",29.689683,-81.990336,NA,NA,46.6,NA,"primary",727,"Left",6.5,NA,NA,"WGS84",NA,NA,NA,"2013-09-19","2017-08-07","NEON.PLA.D03.OSBS.06084","PIPA2","Pinus palustris Mill.",NA,"species","Pine",NA,"NEON.DOC.014040vD","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","Kk15Cx6e6Rq5TM+49BKqxg==","","no entry",NA
"cc3b742d-058a-432f-ad31-a8c991fa519e","OSBS_045.phenology.phe","D03","OSBS","OSBS_045",29.689683,-81.990336,NA,NA,46.6,NA,"primary",636,"Right",5,NA,NA,"WGS84",NA,NA,NA,"2013-09-19","2017-08-07","NEON.PLA.D03.OSBS.06074","QULA2","Quercus laevis Walter",NA,"species","Deciduous broadleaf",NA,"NEON.DOC.014040vD","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","Kk15Cx6e6Rq5TM+49BKqxg==","","no entry",NA
"5483a2dd-78ae-41f4-beb3-9a133d4b3919","OSBS_045.phenology.phe","D03","OSBS","OSBS_045",29.689683,-81.990336,NA,NA,46.6,NA,"primary",767,"Right",1,NA,NA,"WGS84",NA,NA,NA,"2013-09-19","2017-08-07","NEON.PLA.D03.OSBS.06089","QULA2","Quercus laevis Walter",NA,"species","Deciduous broadleaf",NA,"NEON.DOC.014040vD","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","Kk15Cx6e6Rq5TM+49BKqxg==","","no entry",NA
"e7da7cd1-5cf9-46af-9a64-e2a9e64d989d","OSBS_045.phenology.phe","D03","OSBS","OSBS_045",29.689683,-81.990336,NA,NA,46.6,NA,"primary",747,"Left",2.9,NA,NA,"WGS84",NA,NA,NA,"2013-09-19","2017-08-07","NEON.PLA.D03.OSBS.06086","QULA2","Quercus laevis Walter",NA,"species","Deciduous broadleaf",NA,"NEON.DOC.014040vD","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","Kk15Cx6e6Rq5TM+49BKqxg==","","no entry",NA
"4cd65e55-2aa2-4f55-8559-a936e8ed224c","OSBS_045.phenology.phe","D03","OSBS","OSBS_045",29.689683,-81.990336,NA,NA,46.6,NA,"primary",624,"Right",3.6,NA,NA,"WGS84",NA,NA,NA,"2013-09-19","2017-08-07","NEON.PLA.D03.OSBS.06070","ARBE7","Aristida beyrichiana Trin. & Rupr.",NA,"species","Graminoid",NA,"NEON.DOC.014040vD","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","Kk15Cx6e6Rq5TM+49BKqxg==","","no entry",NA
"d1e58a1e-da4c-446f-a670-535e1e82c0de","OSBS_045.phenology.phe","D03","OSBS","OSBS_045",29.689683,-81.990336,NA,NA,46.6,NA,"primary",744,"Right",2.3,NA,NA,"WGS84",NA,NA,NA,"2013-09-19","2017-08-07","NEON.PLA.D03.OSBS.06085","PIPA2","Pinus palustris Mill.",NA,"species","Pine",NA,"NEON.DOC.014040vD","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","Kk15Cx6e6Rq5TM+49BKqxg==","","no entry",NA
"cc1f2bfe-4211-4c4c-bf84-f9f42dca3f0a","OSBS_045.phenology.phe","D03","OSBS","OSBS_045",29.689683,-81.990336,NA,NA,46.6,NA,"primary",748,"Left",2.2,NA,NA,"WGS84",NA,NA,NA,"2013-09-19","2017-08-07","NEON.PLA.D03.OSBS.06087","ARBE7","Aristida beyrichiana Trin. & Rupr.",NA,"species","Graminoid",NA,"NEON.DOC.014040vD","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","Kk15Cx6e6Rq5TM+49BKqxg==","","no entry",NA
"f31fdda3-bf41-460e-b50d-8d05f3355370","OSBS_045.phenology.phe","D03","OSBS","OSBS_045",29.689683,-81.990336,NA,NA,46.6,NA,"primary",683,"Right",2.8,NA,NA,"WGS84",NA,NA,NA,"2013-09-19","2017-08-07","NEON.PLA.D03.OSBS.06080","PIPA2","Pinus palustris Mill.",NA,"species","Pine",NA,"NEON.DOC.014040vD","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","Kk15Cx6e6Rq5TM+49BKqxg==","","no entry",NA
"5207472e-baba-4a0f-9f98-662a5426e89d","OSBS_045.phenology.phe","D03","OSBS","OSBS_045",29.689683,-81.990336,NA,NA,46.6,NA,"primary",615,"Right",7.1,NA,NA,"WGS84",NA,NA,NA,"2013-09-19","2017-08-07","NEON.PLA.D03.OSBS.06068","PIPA2","Pinus palustris Mill.",NA,"species","Pine",NA,"NEON.DOC.014040vD","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","Kk15Cx6e6Rq5TM+49BKqxg==","","no entry",NA
"060a9a31-ac33-4555-bf74-2b575c8e18f7","OSBS_045.phenology.phe","D03","OSBS","OSBS_045",29.689683,-81.990336,NA,NA,46.6,NA,"primary",626,"Right",5,NA,NA,"WGS84",NA,NA,NA,"2013-09-19","2017-08-07","NEON.PLA.D03.OSBS.06072","QULA2","Quercus laevis Walter",NA,"species","Deciduous broadleaf",NA,"NEON.DOC.014040vD","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","Kk15Cx6e6Rq5TM+49BKqxg==","","no entry",NA
"a6a5eebe-30d2-4521-b5f5-c81ea914b467","OSBS_045.phenology.phe","D03","OSBS","OSBS_045",29.689683,-81.990336,NA,NA,46.6,NA,"primary",532,"Left",2.5,NA,NA,"WGS84",NA,NA,NA,"2013-09-19","2017-08-07","NEON.PLA.D03.OSBS.06063","PIPA2","Pinus palustris Mill.",NA,"species","Pine",NA,"NEON.DOC.014040vD","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","Kk15Cx6e6Rq5TM+49BKqxg==","","no entry",NA
"2c02a7fa-ef72-4ec8-8cae-fc3f6ceb8d5e","OSBS_045.phenology.phe","D03","OSBS","OSBS_045",29.689683,-81.990336,NA,NA,46.6,NA,"primary",563,"Right",6,NA,NA,"WGS84",NA,NA,NA,"2013-09-19","2017-08-07","NEON.PLA.D03.OSBS.06064","QULA2","Quercus laevis Walter",NA,"species","Deciduous broadleaf",NA,"NEON.DOC.014040vD","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","Kk15Cx6e6Rq5TM+49BKqxg==","","no entry",NA
"4e87a632-6916-4212-bc56-f296a4ac73f5","OSBS_045.phenology.phe","D03","OSBS","OSBS_045",29.689683,-81.990336,NA,NA,46.6,NA,"primary",770,"Left",1.6,NA,NA,"WGS84",NA,NA,NA,"2013-09-19","2017-08-07","NEON.PLA.D03.OSBS.06090","ARBE7","Aristida beyrichiana Trin. & Rupr.",NA,"species","Graminoid",NA,"NEON.DOC.014040vD","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","Kk15Cx6e6Rq5TM+49BKqxg==","","no entry",NA
"0ffaedb6-b847-41cf-bad3-49a8fc2a1801","OSBS_045.phenology.phe","D03","OSBS","OSBS_045",29.689683,-81.990336,NA,NA,46.6,NA,"primary",573,"Right",7.2,NA,NA,"WGS84",NA,NA,NA,"2013-09-19","2017-08-07","NEON.PLA.D03.OSBS.06066","PIPA2","Pinus palustris Mill.",NA,"species","Pine",NA,"NEON.DOC.014040vD","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","Kk15Cx6e6Rq5TM+49BKqxg==","","no entry",NA
"87bcaac6-1fd8-4739-b643-ec80cf799307","OSBS_045.phenology.phe","D03","OSBS","OSBS_045",29.689683,-81.990336,NA,NA,46.6,NA,"primary",665,"Left",6,NA,NA,"WGS84",NA,NA,NA,"2013-09-19","2017-08-07","NEON.PLA.D03.OSBS.06076","QULA2","Quercus laevis Walter",NA,"species","Deciduous broadleaf",NA,"NEON.DOC.014040vD","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","Kk15Cx6e6Rq5TM+49BKqxg==","","no entry",NA
"fb2d7131-b813-4826-899b-10a97cb937f6","OSBS_045.phenology.phe","D03","OSBS","OSBS_045",29.689683,-81.990336,NA,NA,46.6,NA,"primary",567,"Right",4.8,NA,NA,"WGS84",NA,NA,NA,"2013-09-19","2017-08-07","NEON.PLA.D03.OSBS.06065","ARBE7","Aristida beyrichiana Trin. & Rupr.",NA,"species","Graminoid",NA,"NEON.DOC.014040vD","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","Kk15Cx6e6Rq5TM+49BKqxg==","","no entry",NA
"1709f97b-65a9-4f15-abbe-296350f7028e","OSBS_045.phenology.phe","D03","OSBS","OSBS_045",29.689683,-81.990336,NA,NA,46.6,NA,"primary",682,"Right",2.5,NA,NA,"WGS84",NA,NA,NA,"2013-09-19","2017-08-07","NEON.PLA.D03.OSBS.06079","ARBE7","Aristida beyrichiana Trin. & Rupr.",NA,"species","Graminoid",NA,"NEON.DOC.014040vD","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","Kk15Cx6e6Rq5TM+49BKqxg==","","no entry",NA
"935f1087-b843-4d4f-b302-2d86a35e87f7","OSBS_045.phenology.phe","D03","OSBS","OSBS_045",29.689683,-81.990336,NA,NA,46.6,NA,"primary",496,"Left",9.9,NA,NA,"WGS84",NA,NA,NA,"2013-09-19","2017-10-18","NEON.PLA.D03.OSBS.06057","QULA2","Quercus laevis Walter",NA,"species","Deciduous broadleaf",NA,"NEON.DOC.014040vD","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","Kk15Cx6e6Rq5TM+49BKqxg==","","no entry",NA
"4a2c9bff-836d-471d-a6fd-c500565e06d5","OSBS_045.phenology.phe","D03","OSBS","OSBS_045",29.689683,-81.990336,NA,NA,46.6,NA,"primary",496,"Left",9.9,NA,NA,"WGS84",NA,NA,NA,"2013-09-19","2017-10-18","NEON.PLA.D03.OSBS.06057","QULA2","Quercus laevis Walter",NA,"species","Deciduous broadleaf",NA,"NEON.DOC.014040vD","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","Kk15Cx6e6Rq5TM+49BKqxg==","","no entry",NA
"3042c831-24b3-492c-a7c9-8f281b03eeb5","OSBS_045.phenology.phe","D03","OSBS","OSBS_045",29.689683,-81.990336,NA,NA,46.6,NA,"primary",163,"Right",3.5,NA,NA,"WGS84",NA,NA,NA,"2013-09-19","2017-08-01","NEON.PLA.D03.OSBS.06018","ARBE7","Aristida beyrichiana Trin. & Rupr.",NA,"species","Graminoid",NA,"NEON.DOC.014040vD","z7VTbJe05SSYdK58p3Vgvch8On9Dor9e","Kk15Cx6e6Rq5TM+49BKqxg==","","no entry",NA
"01e95ad8-3db4-4b9d-b1b9-5f97215e112c","OSBS_045.phenology.phe","D03","OSBS","OSBS_045",29.689683,-81.990336,NA,NA,46.6,NA,"primary",242,"Left",2.4,NA,NA,"WGS84",NA,NA,NA,"2013-09-19","2017-08-01","NEON.PLA.D03.OSBS.06026","ARBE7","Aristida beyrichiana Trin. & Rupr.",NA,"species","Graminoid",NA,"NEON.DOC.014040vD","z7VTbJe05SSYdK58p3Vgvch8On9Dor9e","Kk15Cx6e6Rq5TM+49BKqxg==","","no entry",NA
"94c61d5b-17f0-4116-aa2f-4906eee81a02","OSBS_045.phenology.phe","D03","OSBS","OSBS_045",29.689683,-81.990336,NA,NA,46.6,NA,"primary",132,"Right",4.1,NA,NA,"WGS84",NA,NA,NA,"2013-09-19","2017-08-01","NEON.PLA.D03.OSBS.06015","ARBE7","Aristida beyrichiana Trin. & Rupr.",NA,"species","Graminoid",NA,"NEON.DOC.014040vD","z7VTbJe05SSYdK58p3Vgvch8On9Dor9e","Kk15Cx6e6Rq5TM+49BKqxg==","","no entry",NA
"0826a806-5bf4-4e1c-a249-7879904b71b2","OSBS_045.phenology.phe","D03","OSBS","OSBS_045",29.689683,-81.990336,NA,NA,46.6,NA,"primary",160,"Right",4.6,NA,NA,"WGS84",NA,NA,NA,"2013-09-19","2017-08-01","NEON.PLA.D03.OSBS.06016","PIPA2","Pinus palustris Mill.",NA,"species","Pine",NA,"NEON.DOC.014040vD","z7VTbJe05SSYdK58p3Vgvch8On9Dor9e","Kk15Cx6e6Rq5TM+49BKqxg==","","no entry",NA
"995710b3-a4b4-4875-b154-3338a169523c","OSBS_045.phenology.phe","D03","OSBS","OSBS_045",29.689683,-81.990336,NA,NA,46.6,NA,"primary",197,"Left",1.7,NA,NA,"WGS84",NA,NA,NA,"2013-09-19","2017-08-01","NEON.PLA.D03.OSBS.06019","ARBE7","Aristida beyrichiana Trin. & Rupr.",NA,"species","Graminoid",NA,"NEON.DOC.014040vD","z7VTbJe05SSYdK58p3Vgvch8On9Dor9e","Kk15Cx6e6Rq5TM+49BKqxg==","","no entry",NA
"497c88ba-cf7c-4ccf-b037-6156100497fa","OSBS_045.phenology.phe","D03","OSBS","OSBS_045",29.689683,-81.990336,NA,NA,46.6,NA,"primary",216,"Right",3.6,NA,NA,"WGS84",NA,NA,NA,"2013-09-19","2017-08-01","NEON.PLA.D03.OSBS.06022","ARBE7","Aristida beyrichiana Trin. & Rupr.",NA,"species","Graminoid",NA,"NEON.DOC.014040vD","z7VTbJe05SSYdK58p3Vgvch8On9Dor9e","Kk15Cx6e6Rq5TM+49BKqxg==","","no entry",NA
"a0c274b1-2c11-4b67-96e8-63450f47dea4","OSBS_045.phenology.phe","D03","OSBS","OSBS_045",29.689683,-81.990336,NA,NA,46.6,NA,"primary",240,"Left",4.7,NA,NA,"WGS84",NA,NA,NA,"2013-09-19","2017-08-01","NEON.PLA.D03.OSBS.06025","PIPA2","Pinus palustris Mill.",NA,"species","Pine",NA,"NEON.DOC.014040vD","z7VTbJe05SSYdK58p3Vgvch8On9Dor9e","Kk15Cx6e6Rq5TM+49BKqxg==","","no entry",NA
"bfc7ae67-0542-48b1-b327-76ae35b566e8","OSBS_045.phenology.phe","D03","OSBS","OSBS_045",29.689683,-81.990336,NA,NA,46.6,NA,"primary",129,"Right",9,NA,NA,"WGS84",NA,NA,NA,"2013-09-19","2017-08-01","NEON.PLA.D03.OSBS.06014","PIPA2","Pinus palustris Mill.",NA,"species","Pine",NA,"NEON.DOC.014040vD","z7VTbJe05SSYdK58p3Vgvch8On9Dor9e","Kk15Cx6e6Rq5TM+49BKqxg==","","no entry",NA
"94a1ee57-f195-4d1f-92b9-a157d179a042","OSBS_045.phenology.phe","D03","OSBS","OSBS_045",29.689683,-81.990336,NA,NA,46.6,NA,"primary",218,"Right",4.7,NA,NA,"WGS84",NA,NA,NA,"2013-09-19","2017-08-01","NEON.PLA.D03.OSBS.06023","QULA2","Quercus laevis Walter",NA,"species","Deciduous broadleaf",NA,"NEON.DOC.014040vD","z7VTbJe05SSYdK58p3Vgvch8On9Dor9e","Kk15Cx6e6Rq5TM+49BKqxg==","","no entry",NA
"4106e8cb-b564-4ef9-b215-da8716b12f4c","OSBS_045.phenology.phe","D03","OSBS","OSBS_045",29.689683,-81.990336,NA,NA,46.6,NA,"primary",199,"Left",5,NA,NA,"WGS84",NA,NA,NA,"2013-09-19","2017-08-01","NEON.PLA.D03.OSBS.06020","QULA2","Quercus laevis Walter",NA,"species","Deciduous broadleaf",NA,"NEON.DOC.014040vD","z7VTbJe05SSYdK58p3Vgvch8On9Dor9e","Kk15Cx6e6Rq5TM+49BKqxg==","","no entry",NA
"4f17fe79-9b4e-42b8-b4d1-3cef7ff7fe58","OSBS_045.phenology.phe","D03","OSBS","OSBS_045",29.689683,-81.990336,NA,NA,46.6,NA,"primary",160,"Right",9.4,NA,NA,"WGS84",NA,NA,NA,"2013-09-19","2017-08-01","NEON.PLA.D03.OSBS.06017","QULA2","Quercus laevis Walter",NA,"species","Deciduous broadleaf",NA,"NEON.DOC.014040vD","z7VTbJe05SSYdK58p3Vgvch8On9Dor9e","Kk15Cx6e6Rq5TM+49BKqxg==","","no entry",NA
"533b1b8f-fdbc-4498-9798-6ba3eee43279","OSBS_045.phenology.phe","D03","OSBS","OSBS_045",29.689683,-81.990336,NA,NA,46.6,NA,"primary",39.5,"Right",4.9,NA,NA,"WGS84",NA,NA,NA,"2013-09-19","2017-08-01","NEON.PLA.D03.OSBS.06005","QULA2","Quercus laevis Walter",NA,"species","Deciduous broadleaf",NA,"NEON.DOC.014040vD","z7VTbJe05SSYdK58p3Vgvch8On9Dor9e","Kk15Cx6e6Rq5TM+49BKqxg==","","no entry",NA
"b17a4f49-8d6b-4f91-9c07-72f8b8068fa6","OSBS_045.phenology.phe","D03","OSBS","OSBS_045",29.689683,-81.990336,NA,NA,46.6,NA,"primary",59,"Left",2.2,NA,NA,"WGS84",NA,NA,NA,"2013-09-19","2017-08-01","NEON.PLA.D03.OSBS.06007","PIPA2","Pinus palustris Mill.",NA,"species","Pine",NA,"NEON.DOC.014040vD","z7VTbJe05SSYdK58p3Vgvch8On9Dor9e","Kk15Cx6e6Rq5TM+49BKqxg==","","no entry",NA
"161b0a38-eebe-4ea7-ae72-a0d85eeac65a","OSBS_045.phenology.phe","D03","OSBS","OSBS_045",29.689683,-81.990336,NA,NA,46.6,NA,"primary",220,"Right",5.6,NA,NA,"WGS84",NA,NA,NA,"2013-09-19","2017-08-01","NEON.PLA.D03.OSBS.06024","PIPA2","Pinus palustris Mill.",NA,"species","Pine",NA,"NEON.DOC.014040vD","z7VTbJe05SSYdK58p3Vgvch8On9Dor9e","Kk15Cx6e6Rq5TM+49BKqxg==","","no entry",NA
"8e0c33b3-f6eb-4b88-9c0f-4192a80b7177","OSBS_045.phenology.phe","D03","OSBS","OSBS_045",29.689683,-81.990336,NA,NA,46.6,NA,"primary",42,"Right",2,NA,NA,"WGS84",NA,NA,NA,"2013-09-19","2017-08-01","NEON.PLA.D03.OSBS.06006","ARBE7","Aristida beyrichiana Trin. & Rupr.",NA,"species","Graminoid",NA,"NEON.DOC.014040vD","z7VTbJe05SSYdK58p3Vgvch8On9Dor9e","Kk15Cx6e6Rq5TM+49BKqxg==","","no entry",NA
"06eed19c-a96d-4a7f-b381-653b86c9fe66","OSBS_045.phenology.phe","D03","OSBS","OSBS_045",29.689683,-81.990336,NA,NA,46.6,NA,"primary",38,"Right",7,NA,NA,"WGS84",NA,NA,NA,"2013-09-19","2017-08-01","NEON.PLA.D03.OSBS.06004","PIPA2","Pinus palustris Mill.",NA,"species","Pine",NA,"NEON.DOC.014040vD","z7VTbJe05SSYdK58p3Vgvch8On9Dor9e","Kk15Cx6e6Rq5TM+49BKqxg==","","no entry",NA
"01930153-efc6-46e3-972f-12caa88893c9","OSBS_045.phenology.phe","D03","OSBS","OSBS_045",29.689683,-81.990336,NA,NA,46.6,NA,"primary",100,"Left",4.3,NA,NA,"WGS84",NA,NA,NA,"2013-09-19","2017-08-01","NEON.PLA.D03.OSBS.06010","PIPA2","Pinus palustris Mill.",NA,"species","Pine",NA,"NEON.DOC.014040vD","z7VTbJe05SSYdK58p3Vgvch8On9Dor9e","Kk15Cx6e6Rq5TM+49BKqxg==","","no entry",NA
"d451db9b-dae4-4ca8-a2ee-6e3b0887b57b","OSBS_045.phenology.phe","D03","OSBS","OSBS_045",29.689683,-81.990336,NA,NA,46.6,NA,"primary",201,"Left",5.9,NA,NA,"WGS84",NA,NA,NA,"2013-09-19","2017-08-01","NEON.PLA.D03.OSBS.06021","PIPA2","Pinus palustris Mill.",NA,"species","Pine",NA,"NEON.DOC.014040vD","z7VTbJe05SSYdK58p3Vgvch8On9Dor9e","Kk15Cx6e6Rq5TM+49BKqxg==","","no entry",NA
"7fab97e5-15f5-4c80-be70-3b8ae4e97376","OSBS_045.phenology.phe","D03","OSBS","OSBS_045",29.689683,-81.990336,NA,NA,46.6,NA,"primary",61,"Left",1.3,NA,NA,"WGS84",NA,NA,NA,"2013-09-19","2017-08-01","NEON.PLA.D03.OSBS.06009","ARBE7","Aristida beyrichiana Trin. & Rupr.",NA,"species","Graminoid",NA,"NEON.DOC.014040vD","z7VTbJe05SSYdK58p3Vgvch8On9Dor9e","Kk15Cx6e6Rq5TM+49BKqxg==","","no entry",NA
"fbbd29c7-894e-4d28-8812-72cde7d41fab","OSBS_045.phenology.phe","D03","OSBS","OSBS_045",29.689683,-81.990336,NA,NA,46.6,NA,"primary",104,"Left",1.6,NA,NA,"WGS84",NA,NA,NA,"2013-09-19","2017-08-01","NEON.PLA.D03.OSBS.06011","QULA2","Quercus laevis Walter",NA,"species","Deciduous broadleaf",NA,"NEON.DOC.014040vD","z7VTbJe05SSYdK58p3Vgvch8On9Dor9e","Kk15Cx6e6Rq5TM+49BKqxg==","","no entry",NA
"d3e2518f-7597-4715-a609-1d5db691c11e","OSBS_045.phenology.phe","D03","OSBS","OSBS_045",29.689683,-81.990336,NA,NA,46.6,NA,"primary",9.5,"Right",2.1,NA,NA,"WGS84",NA,NA,NA,"2013-09-19","2017-08-01","NEON.PLA.D03.OSBS.06003","ARBE7","Aristida beyrichiana Trin. & Rupr.",NA,"species","Graminoid",NA,"NEON.DOC.014040vD","z7VTbJe05SSYdK58p3Vgvch8On9Dor9e","Kk15Cx6e6Rq5TM+49BKqxg==","","no entry",NA
